
-------------------
Convergence Report:
-------------------
"Bus.Node", "Error", "|V|","Vbase"
"l3160102.2"       ,    0.00006,  7.70966E+0003,  7.19956E+0003
"l3160102.3"       ,    0.00001,  7.48722E+0003,  7.19956E+0003
"p827514.1"        ,    0.00010,  7.13538E+0003,  7.19956E+0003
"p827514.2"        ,    0.00006,  7.70556E+0003,  7.19956E+0003
"p827514.3"        ,    0.00001,  7.48650E+0003,  7.19956E+0003
"l3160793.3"       ,    0.00001,  7.47130E+0003,  7.19956E+0003
"n1147860.3"       ,    0.00001,  7.48284E+0003,  7.19956E+0003
"l3177881.3"       ,    0.00001,  7.48281E+0003,  7.19956E+0003
"d5835167-6_int.1" ,    0.00010,  7.08184E+0003,  7.19956E+0003
"d5835167-6_int.2" ,    0.00006,  7.76739E+0003,  7.19956E+0003
"d5835167-6_int.3" ,    0.00001,  7.37374E+0003,  7.19956E+0003
"q14414.1"         ,    0.00010,  7.08184E+0003,  7.19956E+0003
"q14414.2"         ,    0.00006,  7.76739E+0003,  7.19956E+0003
"q14414.3"         ,    0.00001,  7.37373E+0003,  7.19956E+0003
"l3048221.1"       ,    0.00010,  7.08199E+0003,  7.19956E+0003
"l3048221.2"       ,    0.00006,  7.76742E+0003,  7.19956E+0003
"l3048221.3"       ,    0.00001,  7.37474E+0003,  7.19956E+0003
"l2748128.3"       ,    0.00001,  7.28862E+0003,  7.19956E+0003
"l2913406.2"       ,    0.00006,  7.52472E+0003,  7.19956E+0003
"m1069563.1"       ,    0.00008,  6.91766E+0003,  7.19956E+0003
"n1136360.1"       ,    0.00008,  6.91761E+0003,  7.19956E+0003
"m1166366.1"       ,    0.00003,  7.25282E+0003,  7.19956E+0003
"m1166366.2"       ,    0.00001,  7.32920E+0003,  7.19956E+0003
"m1166366.3"       ,    0.00001,  7.49833E+0003,  7.19956E+0003
"196-29518.1"      ,    0.00010,  7.13504E+0003,  7.19956E+0003
"196-29518.2"      ,    0.00006,  7.72053E+0003,  7.19956E+0003
"196-29518.3"      ,    0.00001,  7.48460E+0003,  7.19956E+0003
"l2805035.1"       ,    0.00003,  7.22397E+0003,  7.19956E+0003
"m1026713.1"       ,    0.00010,  7.08396E+0003,  7.19956E+0003
"l2991922.1"       ,    0.00005,  7.07837E+0003,  7.19956E+0003
"l2991922.2"       ,    0.00003,  7.18625E+0003,  7.19956E+0003
"l2991922.3"       ,    0.00001,  7.38816E+0003,  7.19956E+0003
"m1047339.2"       ,    0.00003,  7.18062E+0003,  7.19956E+0003
"m1047339.3"       ,    0.00001,  7.38678E+0003,  7.19956E+0003
"l3104145.2"       ,    0.00005,  7.28784E+0003,  7.19956E+0003
"m1027013.1"       ,    0.00010,  7.05779E+0003,  7.19956E+0003
"m1027013.2"       ,    0.00006,  7.69020E+0003,  7.19956E+0003
"m1027013.3"       ,    0.00001,  7.43371E+0003,  7.19956E+0003
"m1027023.1"       ,    0.00010,  7.05418E+0003,  7.19956E+0003
"m1027023.3"       ,    0.00001,  7.43086E+0003,  7.19956E+0003
"l3649298.1"       ,    0.00010,  7.23565E+0003,  7.19956E+0003
"m1047388.2"       ,    0.00003,  7.16924E+0003,  7.19956E+0003
"l3048211.1"       ,    0.00005,  7.05990E+0003,  7.19956E+0003
"l2766725.3"       ,    0.00001,  7.44901E+0003,  7.19956E+0003
"l2673311.1"       ,    0.00010,  7.15844E+0003,  7.19956E+0003
"m1027043.1"       ,    0.00010,  7.04931E+0003,  7.19956E+0003
"m1027043.2"       ,    0.00006,  7.68970E+0003,  7.19956E+0003
"m1027055.2"       ,    0.00006,  7.69018E+0003,  7.19956E+0003
"m1027055.3"       ,    0.00001,  7.42663E+0003,  7.19956E+0003
"l3008279.1"       ,    0.00008,  6.80681E+0003,  7.19956E+0003
"l2785537.1"       ,    0.00008,  6.80667E+0003,  7.19956E+0003
"p827498.1"        ,    0.00007,  7.05442E+0003,  7.19956E+0003
"n1136032.1"       ,    0.00007,  7.05425E+0003,  7.19956E+0003
"m1009834.2"       ,    0.00006,  7.63959E+0003,  7.19956E+0003
"221-240991.1"     ,    0.00010,  7.08116E+0003,  7.19956E+0003
"l3066817.1"       ,    0.00010,  7.08059E+0003,  7.19956E+0003
"m1026662.2"       ,    0.00006,  7.76729E+0003,  7.19956E+0003
"l2673319.1"       ,    0.00010,  7.08106E+0003,  7.19956E+0003
"l2673319.2"       ,    0.00006,  7.76720E+0003,  7.19956E+0003
"l2673319.3"       ,    0.00001,  7.36908E+0003,  7.19956E+0003
"n1136993.1"       ,    0.00010,  7.28217E+0003,  7.19956E+0003
"l3104121.1"       ,    0.00005,  7.18612E+0003,  7.19956E+0003
"l3104113.1"       ,    0.00005,  7.18606E+0003,  7.19956E+0003
"l3104856.1"       ,    0.00003,  7.22417E+0003,  7.19956E+0003
"l2785518.3"       ,    0.00001,  7.38255E+0003,  7.19956E+0003
"m1108393.1"       ,    0.00005,  6.80336E+0003,  7.19956E+0003
"m1069494.3"       ,    0.00001,  7.41890E+0003,  7.19956E+0003
"l2745806.3"       ,    0.00001,  7.41879E+0003,  7.19956E+0003
"193-48013.1"      ,    0.00010,  7.20046E+0003,  7.19956E+0003
"l3157710.2"       ,    0.00006,  7.56014E+0003,  7.19956E+0003
"m1089176.3"       ,    0.00001,  7.27248E+0003,  7.19956E+0003
"m1089179.3"       ,    0.00001,  7.27180E+0003,  7.19956E+0003
"m1108257.2"       ,    0.00003,  7.38280E+0003,  7.19956E+0003
"m1108340.3"       ,    0.00001,  7.35855E+0003,  7.19956E+0003
"l2916605.3"       ,    0.00001,  7.35853E+0003,  7.19956E+0003
"196-29521.2"      ,    0.00005,  7.34256E+0003,  7.19956E+0003
"l2804245.2"       ,    0.00006,  7.63631E+0003,  7.19956E+0003
"n1140527.3"       ,    0.00001,  7.52149E+0003,  7.19956E+0003
"l3254915.2"       ,    0.00002,  7.21523E+0003,  7.19956E+0003
"l3727708.1"       ,    0.00010,  7.22520E+0003,  7.19956E+0003
"l3160105.3"       ,    0.00001,  7.36630E+0003,  7.19956E+0003
"l3235251.3"       ,    0.00001,  7.36620E+0003,  7.19956E+0003
"m1142798.2"       ,    0.00002,  7.20648E+0003,  7.19956E+0003
"m1142801.2"       ,    0.00002,  7.20633E+0003,  7.19956E+0003
"m1010016.1"       ,    0.00011,  7.00788E+0003,  7.19956E+0003
"l3251807.1"       ,    0.00011,  7.00764E+0003,  7.19956E+0003
"l2992657.1"       ,    0.00004,  7.11991E+0003,  7.19956E+0003
"m1069597.2"       ,    0.00005,  7.25952E+0003,  7.19956E+0003
"l3197653.2"       ,    0.00005,  7.25933E+0003,  7.19956E+0003
"l2991929.2"       ,    0.00005,  7.27540E+0003,  7.19956E+0003
"m1026851.2"       ,    0.00006,  7.76263E+0003,  7.19956E+0003
"m1026851.3"       ,    0.00001,  7.50168E+0003,  7.19956E+0003
"m3949154.1"       ,    0.00010,  7.22205E+0003,  7.19956E+0003
"l2895449.1"       ,    0.00010,  7.24771E+0003,  7.19956E+0003
"l2895449.2"       ,    0.00006,  7.69419E+0003,  7.19956E+0003
"l2895449.3"       ,    0.00001,  7.54113E+0003,  7.19956E+0003
"m1069463.2"       ,    0.00006,  7.67767E+0003,  7.19956E+0003
"l3086074.3"       ,    0.00001,  7.46692E+0003,  7.19956E+0003
"n1138595.2"       ,    0.00006,  7.60970E+0003,  7.19956E+0003
"m3036167.2"       ,    0.00006,  7.59935E+0003,  7.19956E+0003
"l3143999.1"       ,    0.00010,  7.20078E+0003,  7.19956E+0003
"l3143999.2"       ,    0.00006,  7.60918E+0003,  7.19956E+0003
"l3143999.3"       ,    0.00001,  7.38910E+0003,  7.19956E+0003
"m1069451.3"       ,    0.00001,  7.27065E+0003,  7.19956E+0003
"l3160115.2"       ,    0.00005,  7.31147E+0003,  7.19956E+0003
"l2935567.2"       ,    0.00005,  7.31134E+0003,  7.19956E+0003
"l3253570.3"       ,    0.00000,  7.43883E+0003,  7.19956E+0003
"n1137989.3"       ,    0.00001,  7.55130E+0003,  7.19956E+0003
"l3122814.3"       ,    0.00001,  7.55124E+0003,  7.19956E+0003
"l2935556.2"       ,    0.00006,  7.70307E+0003,  7.19956E+0003
"m1009651.1"       ,    0.00010,  7.08105E+0003,  7.19956E+0003
"m1009651.2"       ,    0.00006,  7.76710E+0003,  7.19956E+0003
"m1009651.3"       ,    0.00001,  7.36775E+0003,  7.19956E+0003
"m1026655.1"       ,    0.00010,  7.08100E+0003,  7.19956E+0003
"n1141474.1"       ,    0.00010,  7.08100E+0003,  7.19956E+0003
"m1047737.3"       ,    0.00001,  7.55132E+0003,  7.19956E+0003
"m1026387.1"       ,    0.00005,  6.95623E+0003,  7.19956E+0003
"m1166361.1"       ,    0.00003,  7.22425E+0003,  7.19956E+0003
"l2692661.1"       ,    0.00003,  7.22408E+0003,  7.19956E+0003
"m1047522.1"       ,    0.00009,  7.34496E+0003,  7.19956E+0003
"n1136664.1"       ,    0.00009,  7.34494E+0003,  7.19956E+0003
"m1027039.1"       ,    0.00010,  7.05026E+0003,  7.19956E+0003
"m1027039.3"       ,    0.00001,  7.42765E+0003,  7.19956E+0003
"m1026320.2"       ,    0.00003,  7.00887E+0003,  7.19956E+0003
"l2879079.2"       ,    0.00003,  7.00876E+0003,  7.19956E+0003
"m1047649.1"       ,    0.00010,  7.26907E+0003,  7.19956E+0003
"m1047649.2"       ,    0.00006,  7.74937E+0003,  7.19956E+0003
"m1047649.3"       ,    0.00001,  7.53351E+0003,  7.19956E+0003
"m1026341.2"       ,    0.00003,  7.05313E+0003,  7.19956E+0003
"m1026341.3"       ,    0.00001,  7.37811E+0003,  7.19956E+0003
"l3216361.2"       ,    0.00006,  7.69503E+0003,  7.19956E+0003
"m1125913.2"       ,    0.00002,  7.19568E+0003,  7.19956E+0003
"l3048209.2"       ,    0.00006,  7.51015E+0003,  7.19956E+0003
"l2896685.1"       ,    0.00005,  6.80281E+0003,  7.19956E+0003
"l2896685.2"       ,    0.00003,  7.06138E+0003,  7.19956E+0003
"l2896685.3"       ,    0.00001,  7.46289E+0003,  7.19956E+0003
"l2748135.1"       ,    0.00005,  6.97274E+0003,  7.19956E+0003
"l2767409.2"       ,    0.00002,  7.20702E+0003,  7.19956E+0003
"m1166400.3"       ,    0.00000,  7.39044E+0003,  7.19956E+0003
"m1047435.1"       ,    0.00010,  7.04807E+0003,  7.19956E+0003
"l2970841.1"       ,    0.00010,  7.04807E+0003,  7.19956E+0003
"l3091052.1"       ,    0.00010,  7.02576E+0003,  7.19956E+0003
"n1137960.1"       ,    0.00005,  7.03649E+0003,  7.19956E+0003
"n1137960.2"       ,    0.00003,  7.14309E+0003,  7.19956E+0003
"n1137960.3"       ,    0.00001,  7.37722E+0003,  7.19956E+0003
"m1047309.1"       ,    0.00005,  7.03519E+0003,  7.19956E+0003
"m1047309.2"       ,    0.00003,  7.14106E+0003,  7.19956E+0003
"m1047309.3"       ,    0.00001,  7.37678E+0003,  7.19956E+0003
"m1047732.1"       ,    0.00010,  7.23558E+0003,  7.19956E+0003
"m1047732.2"       ,    0.00006,  7.65547E+0003,  7.19956E+0003
"m1047737.1"       ,    0.00010,  7.23244E+0003,  7.19956E+0003
"m1047737.2"       ,    0.00006,  7.64541E+0003,  7.19956E+0003
"l3215340.1"       ,    0.00011,  7.03727E+0003,  7.19956E+0003
"193-51796.1"      ,    0.00005,  6.80336E+0003,  7.19956E+0003
"m1069607.2"       ,    0.00005,  7.27574E+0003,  7.19956E+0003
"m1166398.3"       ,    0.00000,  7.39715E+0003,  7.19956E+0003
"l3142050.3"       ,    0.00000,  7.39704E+0003,  7.19956E+0003
"e184626.1"        ,    0.00003,  7.18768E+0003,  7.19956E+0003
"e184626.2"        ,    0.00002,  7.28367E+0003,  7.19956E+0003
"e184626.3"        ,    0.00001,  7.48787E+0003,  7.19956E+0003
"m1166377.1"       ,    0.00003,  7.18623E+0003,  7.19956E+0003
"m1166377.2"       ,    0.00002,  7.28263E+0003,  7.19956E+0003
"m1166377.3"       ,    0.00001,  7.48766E+0003,  7.19956E+0003
"l2989432.2"       ,    0.00006,  7.54210E+0003,  7.19956E+0003
"l3066830.2"       ,    0.00006,  7.54168E+0003,  7.19956E+0003
"m1209774.1"       ,    0.00002,  7.33525E+0003,  7.19956E+0003
"m1209774.2"       ,    0.00001,  7.38485E+0003,  7.19956E+0003
"m1209774.3"       ,    0.00000,  7.51330E+0003,  7.19956E+0003
"m1026693.2"       ,    0.00006,  7.51199E+0003,  7.19956E+0003
"l2991916.2"       ,    0.00006,  7.51181E+0003,  7.19956E+0003
"m1069365.3"       ,    0.00001,  7.38636E+0003,  7.19956E+0003
"l3235243.3"       ,    0.00001,  7.38620E+0003,  7.19956E+0003
"p827502.1"        ,    0.00010,  7.22557E+0003,  7.19956E+0003
"m1026960.2"       ,    0.00006,  7.70239E+0003,  7.19956E+0003
"m1026960.3"       ,    0.00001,  7.45930E+0003,  7.19956E+0003
"m1026970.1"       ,    0.00010,  7.08453E+0003,  7.19956E+0003
"m1026970.2"       ,    0.00006,  7.70119E+0003,  7.19956E+0003
"m1026970.3"       ,    0.00001,  7.45726E+0003,  7.19956E+0003
"l3727712.1"       ,    0.00010,  7.22488E+0003,  7.19956E+0003
"l3236011.2"       ,    0.00002,  7.17480E+0003,  7.19956E+0003
"l3198358.2"       ,    0.00002,  7.17398E+0003,  7.19956E+0003
"m1108316.3"       ,    0.00001,  7.42866E+0003,  7.19956E+0003
"l2860486.3"       ,    0.00001,  7.35781E+0003,  7.19956E+0003
"m1027000.1"       ,    0.00010,  7.07236E+0003,  7.19956E+0003
"m1027000.2"       ,    0.00006,  7.69443E+0003,  7.19956E+0003
"m1027000.3"       ,    0.00001,  7.44474E+0003,  7.19956E+0003
"l2916608.1"       ,    0.00010,  7.07070E+0003,  7.19956E+0003
"l2916608.2"       ,    0.00006,  7.69368E+0003,  7.19956E+0003
"l2916608.3"       ,    0.00001,  7.44295E+0003,  7.19956E+0003
"m1108514.3"       ,    0.00001,  7.56706E+0003,  7.19956E+0003
"l2673300.2"       ,    0.00003,  6.95444E+0003,  7.19956E+0003
"n1139255.1"       ,    0.00010,  7.20600E+0003,  7.19956E+0003
"d6108141-1_int.1" ,    0.00010,  7.32135E+0003,  7.19956E+0003
"d6108141-1_int.2" ,    0.00006,  7.82747E+0003,  7.19956E+0003
"d6108141-1_int.3" ,    0.00001,  7.54344E+0003,  7.19956E+0003
"e206209.1"        ,    0.00010,  7.32120E+0003,  7.19956E+0003
"e206209.2"        ,    0.00006,  7.82736E+0003,  7.19956E+0003
"e206209.3"        ,    0.00001,  7.54331E+0003,  7.19956E+0003
"m1047521.1"       ,    0.00010,  7.32537E+0003,  7.19956E+0003
"m1047521.2"       ,    0.00006,  7.83021E+0003,  7.19956E+0003
"m1047521.3"       ,    0.00001,  7.54698E+0003,  7.19956E+0003
"l3030126.3"       ,    0.00001,  7.47059E+0003,  7.19956E+0003
"l3254870.3"       ,    0.00001,  7.47027E+0003,  7.19956E+0003
"l2915542.1"       ,    0.00005,  6.80339E+0003,  7.19956E+0003
"l2915542.2"       ,    0.00003,  7.06210E+0003,  7.19956E+0003
"l2915542.3"       ,    0.00001,  7.46342E+0003,  7.19956E+0003
"l3085401.1"       ,    0.00009,  7.34492E+0003,  7.19956E+0003
"l3010557.1"       ,    0.00007,  7.05370E+0003,  7.19956E+0003
"l3254213.1"       ,    0.00010,  7.05257E+0003,  7.19956E+0003
"l3254213.2"       ,    0.00006,  7.68965E+0003,  7.19956E+0003
"l3254213.3"       ,    0.00001,  7.42956E+0003,  7.19956E+0003
"m1069738.2"       ,    0.00006,  7.51144E+0003,  7.19956E+0003
"l2690941.2"       ,    0.00006,  7.51119E+0003,  7.19956E+0003
"l2748839.2"       ,    0.00002,  7.19265E+0003,  7.19956E+0003
"d5712486-1_int.3" ,    0.00001,  7.35758E+0003,  7.19956E+0003
"e206210.3"        ,    0.00001,  7.35757E+0003,  7.19956E+0003
"l2876812.1"       ,    0.00011,  7.01514E+0003,  7.19956E+0003
"m1069497.1"       ,    0.00007,  6.94940E+0003,  7.19956E+0003
"m1069497.2"       ,    0.00004,  7.36982E+0003,  7.19956E+0003
"m1069497.3"       ,    0.00001,  7.57421E+0003,  7.19956E+0003
"n1144664.3"       ,    0.00001,  7.53528E+0003,  7.19956E+0003
"l3178972.3"       ,    0.00001,  7.53494E+0003,  7.19956E+0003
"n1147864.1"       ,    0.00010,  7.15594E+0003,  7.19956E+0003
"m3327097.2"       ,    0.00006,  7.52117E+0003,  7.19956E+0003
"l3448661.2"       ,    0.00006,  7.52112E+0003,  7.19956E+0003
"m1009828.2"       ,    0.00006,  7.64577E+0003,  7.19956E+0003
"l2766715.2"       ,    0.00006,  7.64567E+0003,  7.19956E+0003
"p827561.3"        ,    0.00001,  7.38090E+0003,  7.19956E+0003
"m1026705.3"       ,    0.00001,  7.38088E+0003,  7.19956E+0003
"p827573.2"        ,    0.00006,  7.67870E+0003,  7.19956E+0003
"l2972930.1"       ,    0.00010,  7.28212E+0003,  7.19956E+0003
"l2879067.1"       ,    0.00010,  7.21114E+0003,  7.19956E+0003
"l3235252.2"       ,    0.00006,  7.58822E+0003,  7.19956E+0003
"p827527.1"        ,    0.00009,  7.42316E+0003,  7.19956E+0003
"p827527.2"        ,    0.00005,  7.89826E+0003,  7.19956E+0003
"p827527.3"        ,    0.00001,  7.60154E+0003,  7.19956E+0003
"l2785517.3"       ,    0.00001,  7.42748E+0003,  7.19956E+0003
"221-559682.3"     ,    0.00001,  7.52217E+0003,  7.19956E+0003
"l3082993.1"       ,    0.00011,  7.00292E+0003,  7.19956E+0003
"m3016088.1"       ,    0.00011,  7.00281E+0003,  7.19956E+0003
"l3122821.1"       ,    0.00010,  7.22752E+0003,  7.19956E+0003
"l3122821.2"       ,    0.00006,  7.73299E+0003,  7.19956E+0003
"l3122821.3"       ,    0.00001,  7.45101E+0003,  7.19956E+0003
"m1047486.2"       ,    0.00006,  7.72490E+0003,  7.19956E+0003
"m1047486.3"       ,    0.00001,  7.44613E+0003,  7.19956E+0003
"d5867591-1_int.1" ,    0.00005,  6.82909E+0003,  7.19956E+0003
"d5867591-1_int.2" ,    0.00003,  7.09190E+0003,  7.19956E+0003
"d5867591-1_int.3" ,    0.00001,  7.47299E+0003,  7.19956E+0003
"m1026658.2"       ,    0.00006,  7.76719E+0003,  7.19956E+0003
"m1026658.3"       ,    0.00001,  7.36871E+0003,  7.19956E+0003
"l2730108.3"       ,    0.00000,  7.50447E+0003,  7.19956E+0003
"m1008733.2"       ,    0.00003,  6.94610E+0003,  7.19956E+0003
"m1026354.1"       ,    0.00005,  6.98405E+0003,  7.19956E+0003
"m1026354.2"       ,    0.00003,  7.06703E+0003,  7.19956E+0003
"m1026354.3"       ,    0.00001,  7.37529E+0003,  7.19956E+0003
"m1026309.2"       ,    0.00003,  6.98275E+0003,  7.19956E+0003
"l2804260.2"       ,    0.00003,  6.98216E+0003,  7.19956E+0003
"l3085395.1"       ,    0.00005,  7.15939E+0003,  7.19956E+0003
"m1026767.1"       ,    0.00010,  7.08374E+0003,  7.19956E+0003
"l3141401.1"       ,    0.00009,  7.42297E+0003,  7.19956E+0003
"l3104120.2"       ,    0.00003,  7.26302E+0003,  7.19956E+0003
"m1026896.1"       ,    0.00010,  7.16076E+0003,  7.19956E+0003
"p860847.1"        ,    0.00010,  7.16054E+0003,  7.19956E+0003
"m1026905.2"       ,    0.00006,  7.73147E+0003,  7.19956E+0003
"m1026905.3"       ,    0.00001,  7.49161E+0003,  7.19956E+0003
"m1108344.3"       ,    0.00001,  7.35288E+0003,  7.19956E+0003
"m1108353.3"       ,    0.00001,  7.34424E+0003,  7.19956E+0003
"l2763811.3"       ,    0.00001,  7.37565E+0003,  7.19956E+0003
"l3235256.1"       ,    0.00005,  7.12238E+0003,  7.19956E+0003
"l3235256.2"       ,    0.00003,  7.22814E+0003,  7.19956E+0003
"l3235256.3"       ,    0.00001,  7.39607E+0003,  7.19956E+0003
"m3019248.2"       ,    0.00006,  7.64295E+0003,  7.19956E+0003
"m3021569.2"       ,    0.00006,  7.64285E+0003,  7.19956E+0003
"l3254230.1"       ,    0.00008,  6.86324E+0003,  7.19956E+0003
"l2814529.1"       ,    0.00010,  7.08808E+0003,  7.19956E+0003
"l2814529.2"       ,    0.00006,  7.76531E+0003,  7.19956E+0003
"l2814529.3"       ,    0.00001,  7.38296E+0003,  7.19956E+0003
"l2689727.1"       ,    0.00011,  7.03493E+0003,  7.19956E+0003
"l2860484.2"       ,    0.00006,  7.57884E+0003,  7.19956E+0003
"221-703009.3"     ,    0.00001,  7.46889E+0003,  7.19956E+0003
"l3150961.3"       ,    0.00001,  7.46881E+0003,  7.19956E+0003
"l2711225.3"       ,    0.00001,  7.47421E+0003,  7.19956E+0003
"l3030200.3"       ,    0.00001,  7.47406E+0003,  7.19956E+0003
"m1186063.1"       ,    0.00002,  7.33535E+0003,  7.19956E+0003
"m1186063.2"       ,    0.00001,  7.38514E+0003,  7.19956E+0003
"m1186063.3"       ,    0.00000,  7.51358E+0003,  7.19956E+0003
"l2879054.1"       ,    0.00004,  6.97769E+0003,  7.19956E+0003
"n1136661.3"       ,    0.00001,  7.57485E+0003,  7.19956E+0003
"l2689691.1"       ,    0.00010,  7.09732E+0003,  7.19956E+0003
"l2689691.2"       ,    0.00006,  7.68084E+0003,  7.19956E+0003
"l2689691.3"       ,    0.00001,  7.47769E+0003,  7.19956E+0003
"m1009763.1"       ,    0.00010,  7.09727E+0003,  7.19956E+0003
"m1009763.3"       ,    0.00001,  7.47780E+0003,  7.19956E+0003
"n1136353.2"       ,    0.00005,  7.35108E+0003,  7.19956E+0003
"l2820535.2"       ,    0.00005,  7.35106E+0003,  7.19956E+0003
"l2727795.3"       ,    0.00001,  7.38865E+0003,  7.19956E+0003
"m1166368.1"       ,    0.00003,  7.24672E+0003,  7.19956E+0003
"l3086098.1"       ,    0.00003,  7.24655E+0003,  7.19956E+0003
"l3030197.1"       ,    0.00004,  7.06910E+0003,  7.19956E+0003
"l3030197.2"       ,    0.00002,  7.20958E+0003,  7.19956E+0003
"l3030197.3"       ,    0.00001,  7.47379E+0003,  7.19956E+0003
"l2822867.2"       ,    0.00006,  7.57931E+0003,  7.19956E+0003
"d6049822-1_int.1" ,    0.00010,  7.19736E+0003,  7.19956E+0003
"m1047323.1"       ,    0.00005,  7.03295E+0003,  7.19956E+0003
"m1089174.3"       ,    0.00001,  7.27488E+0003,  7.19956E+0003
"p827501.3"        ,    0.00001,  7.27381E+0003,  7.19956E+0003
"m3037441.2"       ,    0.00006,  7.76523E+0003,  7.19956E+0003
"m3037441.3"       ,    0.00001,  7.38551E+0003,  7.19956E+0003
"l3104859.2"       ,    0.00002,  7.17364E+0003,  7.19956E+0003
"l3101194.3"       ,    0.00001,  7.36963E+0003,  7.19956E+0003
"l2862616.3"       ,    0.00001,  7.36859E+0003,  7.19956E+0003
"m1026829.1"       ,    0.00010,  7.12097E+0003,  7.19956E+0003
"m1026829.3"       ,    0.00001,  7.48252E+0003,  7.19956E+0003
"m1069205.3"       ,    0.00001,  7.37301E+0003,  7.19956E+0003
"e182746.1"        ,    0.00008,  6.91779E+0003,  7.19956E+0003
"e182746.2"        ,    0.00005,  7.34492E+0003,  7.19956E+0003
